"Ausgaben","Einkommen","Temperatur","Entfernung"
"647.6815385189931","2224.4578729645064","26.48324283272149","18.78494308322676"
"821.0314190713174","3020.499981636982","33.36591648329092","10.389173379111874"
"504.76250812484835","3504.1949597745465","10.210026983266012","19.3480296005283"
"699.9314817995778","3537.5844750117935","23.940784656833998","21.778189294024756"
"559.6417587961405","3139.947622816605","15.445502016147211","17.067174516118506"
"656.5495370009419","3998.279945877999","16.59012231364713","24.38397906279033"
"520.2928680048658","2645.9036564939242","15.853242530327915","11.131054004482134"
"560.5940464155552","3386.096411982965","13.952064612241287","8.776726483442914"
"685.7094757775454","3596.236505369519","20.33965139561379","6.106398755478606"
"593.2006402703296","3911.551067246999","14.183349185122736","22.480221557445915"
"761.6750382666808","4069.291902471112","21.893197780458873","18.27182828177029"
"558.7056232546593","2600.2863265297046","19.648333233856043","14.722076645447725"
"543.6865388726825","2272.708663411502","18.32736367193513","16.399843131599102"
"643.1362048757217","4522.141457518807","13.647054365708815","9.372554763508116"
"650.7434073119973","3765.851209583673","15.96260068602167","27.22875989808413"
"673.395371456433","2901.210770754757","25.287738580780292","15.646105909876137"
"813.660102670073","4740.9215804180185","23.506420313370665","15.546973973024464"
"546.9329533584944","3592.539707434287","13.157113286410143","18.62883311949346"
"748.3667206312884","4443.437747251061","20.69532613800458","17.405046158683568"
"742.7804453948849","3554.014785128087","25.259709863602524","16.119420121395656"
"650.0289892335248","5148.5983399055895","8.314163032150397","11.047627722773441"
"836.0060875165778","4904.272673954563","23.803521346659544","17.357341785679978"
"560.0202815871406","3300.828681216741","15.361633687379072","24.41012248237517"
"830.4839434508675","4277.256760763485","23.994190680152116","21.727100230774887"
"656.0387279318618","4016.300759668118","14.657185904202382","22.965933133196984"
"578.7043774262941","4594.905246025879","7.365825295348367","12.443921617844074"
"402.6742367392236","2728.0612315359167","8.607202934817861","10.051975898707095"
"712.3336627336854","4048.841167998751","20.336594626629672","14.37106539950176"
"774.2151810833309","4346.73958947967","21.818057512050373","15.278624561443474"
"393.8917441462198","2093.0084108615083","13.66978362426914","20.470957592354743"
"617.2439964098954","2553.39318986738","24.470147211441617","6.537676851425903"
"279.03013776339935","1868.6142577919195","8.36935956411728","22.64775159730307"
"629.4935368385727","3284.474532444354","19.537441409468784","14.209960507105054"
"593.1905982826739","4074.0338046367697","11.522886601662803","12.8655946502629"
"692.082043602468","4701.885641676822","15.437147245384885","9.939478123699162"
"692.3841781876063","3559.2758243358203","20.3317906992149","6.725716640671154"
"665.4305270308416","4802.892436457034","13.977106443012334","19.115852919809573"
"469.92605359448066","2395.918833428087","17.308111190391223","15.366589835942019"
"623.8791861903034","2137.294048515876","27.044049664501085","8.55019550129473"
"605.9245038405829","3455.561840882705","15.961756913337958","8.52460613968192"
"802.1514615111419","3807.252359151446","25.849844784455993","13.321076503549358"
