Class,x,y
C1,0.460565,0.561445
C1,0.485393,0.495222
C1,0.418631,0.47213
C1,0.424138,0.522322
C1,0.449464,0.472711
C1,0.501114,0.571452
C1,0.440642,0.5155
C1,0.449351,0.527914
C1,0.456239,0.55699
C1,0.469974,0.577014
C1,0.405112,0.522656
C1,0.452289,0.527763
C1,0.444943,0.519393
C1,0.450901,0.552266
C1,0.448267,0.528121
C1,0.458523,0.529828
C1,0.459181,0.495952
C1,0.447782,0.497363
C1,0.461336,0.496254
C1,0.451406,0.48654
C1,0.43912,0.489495
C1,0.426761,0.460444
C1,0.44204,0.499685
C1,0.476324,0.45586
C1,0.468759,0.508069
C1,0.53385,0.533903
C1,0.458623,0.518937
C1,0.487914,0.56384
C1,0.486011,0.484147
C1,0.514721,0.493072
C1,0.490394,0.489124
C1,0.54111,0.526423
C1,0.503281,0.450927
C1,0.474889,0.505672
C1,0.497945,0.503012
C1,0.45991,0.478823
C1,0.545296,0.500219
C1,0.495095,0.568474
C1,0.48612,0.541415
C1,0.471786,0.532733
C1,0.490496,0.563086
C1,0.429763,0.521945
C1,0.428776,0.548843
C1,0.437022,0.528096
C1,0.521156,0.576513
C1,0.400918,0.552898
C1,0.483506,0.570314
C1,0.510641,0.549778
C1,0.427863,0.573941
C1,0.399795,0.561059
C1,0.471301,0.503289
C1,0.438452,0.539147
C1,0.399862,0.560095
C1,0.374199,0.530761
C1,0.404819,0.559721
C1,0.457634,0.596691
C1,0.389411,0.493765
C1,0.421683,0.536031
C1,0.498756,0.556972
C1,0.449353,0.510865
C1,0.402896,0.531427
C1,0.397382,0.550388
C1,0.428859,0.54513
C1,0.446268,0.535539
C1,0.404176,0.525281
C1,0.435072,0.478585
C1,0.442044,0.51612
C1,0.446765,0.537454
C1,0.379638,0.532962
C1,0.40524,0.482567
C1,0.461258,0.525565
C1,0.450809,0.51754
C1,0.448829,0.518077
C1,0.535256,0.516705
C1,0.45383,0.501806
C1,0.462783,0.519718
C1,0.498062,0.49444
C1,0.475758,0.559779
C1,0.505588,0.467147
C1,0.434486,0.513379
C1,0.507041,0.552723
C1,0.487244,0.517548
C1,0.464359,0.554237
C1,0.444106,0.569785
C1,0.450945,0.550659
C1,0.422439,0.498098
C1,0.428728,0.48505
C1,0.406104,0.453765
C1,0.405451,0.482052
C1,0.454244,0.517247
C1,0.406164,0.428615
C1,0.46541,0.540087
C1,0.436604,0.494061
C1,0.456662,0.536753
C1,0.433765,0.486953
C1,0.493452,0.487334
C1,0.469483,0.508193
C1,0.423955,0.505494
C1,0.495933,0.490798
C1,0.495977,0.518839
C1,0.468724,0.57889
C1,0.469011,0.55349
C1,0.46224,0.527869
C1,0.473794,0.528589
C2,0.435422,0.734028
C2,0.440986,0.702913
C2,0.394667,0.709047
C2,0.429656,0.655107
C2,0.374913,0.664306
C2,0.394628,0.706589
C2,0.39537,0.717218
C2,0.374228,0.727637
C2,0.369847,0.639143
C2,0.398599,0.682098
C2,0.400702,0.687487
C2,0.401817,0.697582
C2,0.330809,0.702498
C2,0.320703,0.698504
C2,0.34229,0.700209
C2,0.323822,0.638942
C2,0.32849,0.682078
C2,0.332618,0.6301
C2,0.290847,0.657812
C2,0.365613,0.682581
C2,0.321785,0.662528
C2,0.285694,0.693091
C2,0.301191,0.684807
C2,0.321824,0.620231
C2,0.311603,0.686776
C2,0.305212,0.590259
C2,0.31643,0.655667
C2,0.270406,0.630192
C2,0.300881,0.641619
C2,0.290995,0.624358
C2,0.326015,0.668304
C2,0.298059,0.603156
C2,0.264259,0.635435
C2,0.279089,0.614796
C2,0.328596,0.586607
C2,0.287899,0.623418
C2,0.240905,0.53416
C2,0.254327,0.62496
C2,0.303468,0.59612
C2,0.282829,0.582175
C2,0.276928,0.593926
C2,0.245172,0.577604
C2,0.28139,0.60527
C2,0.263646,0.589883
C2,0.247729,0.522807
C2,0.225866,0.547901
C2,0.276784,0.521497
C2,0.24099,0.539499
C2,0.215224,0.503752
C2,0.268371,0.516128
C2,0.23098,0.545895
C2,0.262423,0.566824
C2,0.281949,0.516524
C2,0.262711,0.53567
C2,0.233543,0.52992
C2,0.276281,0.558546
C2,0.248291,0.484947
C2,0.268747,0.53354
C2,0.249614,0.545379
C2,0.224072,0.514156
C2,0.208353,0.491095
C2,0.219251,0.460178
C2,0.254834,0.490249
C2,0.275115,0.471444
C2,0.279419,0.438649
C2,0.252733,0.433556
C2,0.258038,0.457014
C2,0.276667,0.474184
C2,0.247532,0.389063
C2,0.307773,0.41585
C2,0.256541,0.418477
C2,0.303331,0.4415
C2,0.268742,0.434498
C2,0.288269,0.452223
C2,0.281398,0.382861
C2,0.26314,0.387557
C2,0.26837,0.441922
C2,0.311531,0.409466
C2,0.265321,0.398376
C2,0.250345,0.361771
C2,0.332671,0.384518
C2,0.306144,0.346497
C2,0.317191,0.403829
C2,0.320434,0.401428
C2,0.315184,0.378014
C2,0.353206,0.377104
C2,0.292929,0.329642
C2,0.300442,0.38232
C2,0.338367,0.349241
C2,0.27938,0.405614
C2,0.30597,0.358715
C2,0.279019,0.356551
C2,0.376791,0.378974
C2,0.328874,0.315942
C2,0.41649,0.402893
C2,0.385361,0.334416
C2,0.345505,0.326838
C2,0.422499,0.345324
C2,0.363828,0.348471
C2,0.35253,0.405237
C2,0.383312,0.321722
C2,0.36999,0.335811
C2,0.385847,0.307725
C2,0.417937,0.353125
C2,0.429153,0.358181
C2,0.414264,0.311867
C2,0.406179,0.237848
C2,0.422455,0.313456
C2,0.412421,0.363971
C2,0.46787,0.354315
C2,0.426905,0.319999
C2,0.470576,0.34293
C2,0.568678,0.347147
C2,0.45217,0.371639
C2,0.495113,0.350959
C2,0.475038,0.336678
C2,0.502893,0.299701
C2,0.53101,0.37538
C2,0.477267,0.343389
C2,0.55545,0.30239
C2,0.51559,0.294926
C2,0.514854,0.326047
C2,0.506772,0.322013
